run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,7,96,224,0,800,0,1,7,77,143,67,16,1,2,0,0,0,0,0,0
1,2.0,0,37,224,0,800,0,0,8,130,202,72,16,1,2,1,0,0,0,0,0
1,3.0,0,24,224,0,800,0,0,8,143,215,72,16,1,2,1,0,0,0,0,0
1,4.0,0,11,224,0,800,0,0,8,156,228,72,16,1,2,1,0,0,0,0,0
2,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,10,102,223,0,800,0,0,3,69,137,69,17,0,1,0,0,0,0,0,0
2,2.0,1,43,222,0,800,0,0,4,122,195,75,18,0,2,0,0,0,0,0,0
2,3.0,0,25,221,0,800,0,0,4,140,213,75,19,0,2,0,0,0,0,0,0
2,4.0,0,14,221,0,800,0,0,4,151,224,75,19,0,2,0,0,0,0,0,0
3,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,7,118,221,0,800,0,0,6,54,122,68,19,0,0,0,0,0,0,0,0
3,2.0,0,63,220,0,800,0,0,6,103,177,74,20,0,0,0,0,0,0,0,0
3,3.0,0,33,220,0,800,0,0,6,133,207,74,20,0,0,0,0,0,0,0,0
3,4.0,0,17,220,0,800,0,0,6,149,223,74,20,0,0,0,0,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,82,119,163,0,800,0,0,32,17,120,102,77,2,3,2,0,0,0,0,0
1,2.0,20,46,151,0,800,3,0,40,50,193,138,89,3,3,5,1,0,0,0,0
1,3.0,2,24,150,0,800,2,0,40,57,215,153,90,4,2,2,2,1,0,0,0
1,4.0,1,11,149,0,800,2,0,40,68,228,156,90,4,2,1,1,1,0,1,0
2,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,77,111,164,0,800,2,0,35,18,128,108,76,1,0,1,2,0,0,0,0
2,2.0,12,58,149,0,800,2,0,42,35,178,142,91,3,5,3,2,0,0,0,0
2,3.0,4,27,148,0,800,2,0,42,59,209,149,92,3,5,3,2,0,0,0,0
2,4.0,1,14,147,1,800,2,0,44,70,222,151,93,1,5,3,2,0,0,0,0
3,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,68,105,160,0,800,0,0,26,13,132,121,80,1,3,0,1,0,0,0,0
3,2.0,10,38,146,0,800,0,0,31,43,197,158,94,1,5,0,1,0,0,0,0
3,3.0,2,16,146,0,800,0,0,31,62,218,160,94,2,7,1,1,0,0,0,0
3,4.0,1,6,146,0,800,0,0,31,71,227,161,94,2,7,0,2,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,150,124,147,0,800,1,0,40,9,112,102,93,4,6,3,2,0,0,0,0
1,2.0,55,45,139,2,800,3,0,55,18,189,168,100,3,8,4,4,0,0,0,1
1,3.0,22,24,137,2,800,5,0,58,16,207,190,100,4,11,4,3,0,0,1,2
1,4.0,7,12,137,2,800,5,0,62,16,219,201,100,5,10,2,4,1,0,1,2
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,151,104,154,0,800,9,2,28,9,130,118,86,2,7,7,0,1,0,0,0
2,2.0,63,43,139,1,800,9,0,35,10,187,172,100,5,12,9,3,1,0,1,0
2,3.0,22,13,138,1,800,9,0,40,13,213,198,100,7,16,6,2,3,0,0,2
2,4.0,12,7,137,1,800,12,0,42,9,219,206,100,7,13,6,5,2,0,1,2
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,137,100,155,0,800,5,1,36,11,135,120,85,5,8,7,2,0,0,0,0
3,2.0,60,50,140,2,800,4,0,38,11,176,163,100,8,16,5,9,1,0,0,0
3,3.0,30,24,140,4,800,10,0,40,9,199,182,100,7,17,6,11,3,1,0,0
3,4.0,18,8,137,6,800,9,0,44,16,214,193,100,5,17,2,12,3,0,2,1
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,449,102,140,1,800,4,3,87,1,128,120,100,14,15,4,9,2,0,0,0
1,2.0,323,45,139,12,800,5,1,113,1,170,147,100,20,35,4,24,9,0,0,1
1,3.0,233,12,133,23,800,3,1,143,1,190,174,100,12,55,3,25,8,1,1,6
1,4.0,171,6,129,26,800,4,1,166,0,177,178,100,12,76,0,23,11,0,1,10
2,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,450,95,140,2,800,5,3,67,1,124,128,100,10,30,10,4,1,0,0,0
2,2.0,323,45,137,12,800,7,0,104,2,153,156,100,9,50,3,13,9,0,0,3
2,3.0,230,19,134,18,800,5,0,134,0,164,170,100,16,70,1,22,10,1,1,5
2,4.0,173,6,127,27,800,2,2,159,2,170,178,100,13,83,0,29,5,1,2,11
3,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,474,108,140,2,800,7,2,65,3,116,109,100,11,22,10,8,1,0,0,0
3,2.0,316,39,137,11,800,6,1,104,1,169,159,100,17,47,7,11,10,0,0,3
3,3.0,250,20,134,23,800,9,1,120,1,167,162,100,9,66,1,22,14,0,0,6
3,4.0,190,10,127,31,800,3,1,141,1,169,168,100,10,82,0,28,10,0,1,12
